query_id,qlang,best_single,rrf,rrf_all,router,oracle
EP-4633662-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4630509-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,1.0
EP-4634248-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4634187-A1_en_q_es,es,0.0,1.0,1.0,0.0,1.0
EP-4634142-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633768-A2_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4633645-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633622-A2_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634601-A1_en_q_en,en,1.0,0.0,0.0,1.0,1.0
EP-4630626-A1_de_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4630600-A1_de_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4633632-A1_en_q_es,es,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666
EP-4634136-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4634157-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4630574-A1_de_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4634111-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634596-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4634139-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025153617-A3_de_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4634251-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4634426-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.6666666666666666
EP-4634729-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4626569-A1_de_q_en,en,0.5,0.5,0.5,0.5,0.5
EP-4634394-A2_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634424-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.5
EP-4633602-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634337-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.5
EP-4634128-A1_en_q_en,en,1.0,0.0,0.0,1.0,1.0
EP-4633896-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025215091-A1_fr_q_fr,fr,0.5,0.0,0.0,0.5,1.0
EP-4633599-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4633656-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,1.0
WO-2025208167-A1_de_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634396-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4633893-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633462-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4633386-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4633970-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633415-A1_en_q_en,en,0.0,1.0,1.0,0.0,1.0
EP-4633415-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4633415-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633415-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4633950-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4633950-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4633950-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633950-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4634629-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4634629-A1_de_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634629-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.5
EP-4634629-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4633582-A1_en_q_es,es,1.0,1.0,0.0,1.0,1.0
EP-4634165-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4633677-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634246-A1_en_q_en,en,1.0,1.0,0.0,1.0,1.0
EP-4634120-A1_en_q_de,de,0.5,0.0,0.0,0.5,0.5
EP-4633638-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4633389-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025209629-A1_de_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634132-A2_en_q_en,en,0.0,0.0,0.0,0.0,1.0
EP-4634914-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634285-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634122-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4634365-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025214709-A1_de_q_es,es,1.0,0.6666666666666666,1.0,1.0,1.0
EP-4633426-A2_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4630604-A1_de_q_es,es,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0
EP-4634118-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634404-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4633465-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4633680-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025201606-A1_de_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634435-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634143-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634411-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634287-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.3333333333333333
EP-4633627-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4633670-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025202163-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025214852-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.5
WO-2025214996-A1_fr_q_fr,fr,0.5,0.0,0.0,0.5,0.5
EP-4630123-A1_de_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634646-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4634294-A1_en_q_en,en,1.0,1.0,0.0,1.0,1.0
EP-4634436-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4633761-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025215167-A1_de_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4626962-A1_de_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4626962-A1_de_q_de,de,1.0,0.5,0.5,1.0,1.0
EP-4626962-A1_fr_q_fr,fr,0.0,0.0,0.5,0.0,1.0
EP-4626962-A1_de_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025201936-A1_de_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025201936-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,1.0
WO-2025201936-A1_de_q_es,es,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
EP-4634597-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4634597-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634597-A1_fr_q_fr,fr,1.0,1.0,0.0,1.0,1.0
EP-4634597-A1_en_q_es,es,0.0,1.0,0.0,0.0,1.0
EP-4634381-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4633589-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4627024-A1_de_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4634926-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4633863-A2_en_q_zh,zh,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0
EP-4633797-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4633777-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4633621-A1_en_q_zh,zh,0.0,1.0,1.0,0.0,1.0
EP-4634723-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4633581-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4634416-A1_en_q_zh,zh,0.0,0.5,0.5,0.0,1.0
EP-4634305-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4633531-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4634333-A1_en_q_zh,zh,1.0,0.0,0.0,1.0,1.0
EP-4634212-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4629959-A1_de_q_zh,zh,1.0,0.3333333333333333,0.0,1.0,1.0
EP-4627881-A1_de_q_zh,zh,1.0,1.0,0.6666666666666666,1.0,1.0
EP-4633576-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4633742-A2_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4633791-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4630574-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4634111-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4633622-A2_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634187-A1_en_q_es_120,es,0.5,1.0,1.0,0.5,1.0
EP-4634139-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4634136-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4634136-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4634136-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4634136-A1_en_q_es_125,es,0.0,0.0,0.0,0.0,0.0
q_126_zh,zh,0.0,0.0,0.0,0.0,0.0
EP-4634248-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4634142-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025214812-A1_de_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4633662-A1_en_q_de,de,0.5,0.5,0.5,0.5,0.5
WO-2025153617-A3_de_q_de,de,1.0,1.0,0.5,1.0,1.0
EP-4634596-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4634596-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634596-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4634596-A1_en_q_es_135,es,1.0,1.0,1.0,1.0,1.0
q_136_zh,zh,1.0,0.5,1.0,1.0,1.0
EP-4626887-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4630033-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4532639-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4627010-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4626937-A1_en_q_de,de,0.5,0.5,0.5,0.5,0.5
WO-2022119476-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025131900-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025200741-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025009603-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025009952-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025150253-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025186929-A8_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025211042-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025209205-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025207982-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025210325-A1_en_q_de,de,0.0,0.5,0.0,0.0,0.5
WO-2025216427-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025197823-A1_zh_q_zh,zh,1.0,0.0,0.0,1.0,1.0
MX-2025002756-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025202632-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4627608-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
EP-4634668-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025009965-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025164300-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
MX-2025009189-A_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2024253632-A1_en_q_en,en,1.0,1.0,0.0,1.0,1.0
WO-2025216023-A1_zh_q_zh,zh,0.5,0.5,0.5,0.5,1.0
WO-2025211128-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025010237-A_en_q_zh,zh,0.0,0.0,0.5,0.0,1.0
EP-4633785-A2_en_q_es,es,0.5,0.0,0.5,0.5,1.0
MX-2025005737-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025010606-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025010877-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4584035-A1_de_q_de,de,0.0,0.0,0.0,0.0,0.3333333333333333
WO-2025170306-A1_en_q_de,de,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
WO-2025210569-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025010084-A_en_q_zh,zh,0.0,0.0,0.0,0.0,0.5
WO-2025186542-A8_en_q_en,en,1.0,0.0,0.0,1.0,1.0
WO-2025206130-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025208054-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025201708-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025141238-A1_es_q_es,es,0.0,0.0,0.0,0.0,0.5
MX-2025004351-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025200809-A1_en_q_en,en,1.0,0.5,1.0,1.0,1.0
WO-2025201644-A1_fr_q_fr,fr,1.0,1.0,0.5,1.0,1.0
MX-2025003633-A_en_q_de,de,0.0,0.0,0.0,0.0,1.0
WO-2025170482-A1_en_q_de,de,1.0,0.6666666666666666,1.0,1.0,1.0
MX-2025002762-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025009196-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4584246-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2022031256-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
ES-3035119-A1_en_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2022231470-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4627127-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025185983-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4627015-A1_en_q_de,de,1.0,0.5,0.0,1.0,1.0
WO-2025212979-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
MX-2025010953-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025207427-A1_en_q_de,de,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
MX-2025007532-A_en_q_de,de,0.0,0.0,0.3333333333333333,0.0,1.0
EP-4627092-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,1.0
EP-4584229-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2024054196-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025164618-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4626889-A1_en_q_es,es,0.0,0.5,0.0,0.0,1.0
MX-2025004761-A_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025009867-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-03042409-A3_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025212474-A1_en_q_de,de,0.5,0.5,0.5,0.5,1.0
ES-3028671-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025212467-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025009862-A_en_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4566167-A1_en_q_es,es,1.0,0.5,0.5,1.0,1.0
WO-2025216937-A1_en_q_es,es,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0
EP-4630021-A1_en_q_de,de,1.0,0.3333333333333333,0.0,1.0,1.0
MX-2025007206-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4504821-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025205793-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025206825-A1_en_q_de,de,1.0,0.5,0.5,1.0,1.0
EP-4568770-A1_en_q_es,es,0.0,0.25,0.0,0.0,0.25
WO-2025188827-A8_en_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025008259-A_en_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2025132504-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025007237-A_en_q_fr,fr,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
MX-2025005647-A_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025214411-A1_en_q_de,de,0.0,1.0,1.0,0.0,1.0
EP-4623093-A2_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634148-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025202170-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
EP-4507673-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.5
MX-2025007577-A_en_q_fr,fr,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
MX-2025009131-A_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025009990-A_en_q_zh,zh,0.0,0.0,0.5,0.0,0.5
WO-2023153953-A1_en_q_es,es,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
WO-2025183548-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025007163-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2025206959-A1_en_q_de,de,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0
WO-2025207810-A1_en_q_zh,zh,0.5,1.0,1.0,0.5,1.0
WO-2025215476-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
WO-2023149795-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2022124934-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025187134-A8_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2023200358-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025216105-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
MX-2025005014-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025216873-A1_fr_q_fr,fr,1.0,0.0,0.0,1.0,1.0
WO-2025205780-A1_zh_q_zh,zh,0.0,0.0,0.0,0.0,0.0
MX-2025009666-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025212049-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4627347-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025004786-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2024063632-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.5
